,frequency,index,word
859,-7.445127688054749,859,see
860,-7.445127688054749,860,construction
861,-7.445127688054749,861,kneeling
862,-7.450229739938644,862,lunch
863,-7.452790560800318,863,sunset
864,-7.457931960300737,864,boarder
865,-7.46309993045918,865,electronic
866,-7.46309993045918,866,monitors
867,-7.46309993045918,867,graze
868,-7.465693965636227,868,new
869,-7.468294747336284,869,turn
870,-7.468294747336284,870,tied
871,-7.473516691317435,871,ceiling
872,-7.47613792479731,872,arranged
873,-7.481401094841583,873,kind
874,-7.484043104304423,874,overlooking
875,-7.486692112476,875,machine
876,-7.486692112476,876,pointing
877,-7.492011273953599,877,pastries
878,-7.492011273953599,878,closed
879,-7.494681502509479,879,coat
880,-7.494681502509479,880,tan
881,-7.497358880280196,881,pots
882,-7.497358880280196,882,vegetable
883,-7.500043445650864,883,curtain
884,-7.500043445650864,884,pond
885,-7.502735237316575,885,cage
886,-7.502735237316575,886,messy
887,-7.508140655883484,887,sale
888,-7.510854361755079,888,type
889,-7.510854361755079,889,says
890,-7.510854361755079,890,rider
891,-7.510854361755079,891,wide
892,-7.519039946341518,892,roof
893,-7.52453446565916,893,pie
894,-7.52729308809824,894,pasta
895,-7.52729308809824,895,himself
896,-7.53005934159113,896,narrow
897,-7.53005934159113,897,transit
898,-7.532833268473855,898,urban
899,-7.535614911435731,899,picnic
900,-7.535614911435731,900,veggies
901,-7.53840431352331,901,towels
902,-7.53840431352331,902,toilets
903,-7.54400656907198,903,overhead
904,-7.54400656907198,904,sea
905,-7.546819510448595,905,fashioned
906,-7.546819510448595,906,bite
907,-7.546819510448595,907,chips
908,-7.546819510448595,908,fighter
909,-7.552469242990714,909,tour
910,-7.555306124325913,910,fancy
911,-7.561004145440551,911,bottom
912,-7.561004145440551,912,antique
913,-7.563865377721584,913,toys
914,-7.563865377721584,914,ear
915,-7.563865377721584,915,loaded
916,-7.563865377721584,916,device
917,-7.566734820149536,917,action
918,-7.566734820149536,918,walkway
919,-7.5696125199771505,919,signal
920,-7.5696125199771505,920,reads
921,-7.5696125199771505,921,hold
922,-7.5696125199771505,922,pepperoni
923,-7.572498524866287,923,gets
924,-7.572498524866287,924,sides
925,-7.5753928828926504,925,gold
926,-7.5782956425506125,926,colors
927,-7.5782956425506125,927,plain
928,-7.584126562861405,928,smoke
929,-7.584126562861405,929,petting
930,-7.587054822640493,930,doorway
931,-7.587054822640493,931,suits
932,-7.587054822640493,932,shade
933,-7.589991682313803,933,net
934,-7.592937192543561,934,giving
935,-7.595891404440991,935,photos
936,-7.595891404440991,936,short
937,-7.595891404440991,937,kinds
938,-7.595891404440991,938,still
939,-7.595891404440991,939,object
940,-7.598854369571649,940,rest
941,-7.6018261399608065,941,wrapped
942,-7.6018261399608065,942,scooter
943,-7.604806768098944,943,was
944,-7.607796306947311,944,grill
945,-7.607796306947311,945,cloth
946,-7.613802331007522,946,pastry
947,-7.613802331007522,947,baked
948,-7.613802331007522,948,leash
949,-7.616818924546948,949,clothing
950,-7.619844645463484,950,carrot
951,-7.625923691539867,951,hole
952,-7.625923691539867,952,beneath
953,-7.632039918557302,953,leather
954,-7.632039918557302,954,commuter
955,-7.632039918557302,955,leading
956,-7.632039918557302,956,held
957,-7.635112117594273,957,structure
958,-7.635112117594273,958,winter
959,-7.635112117594273,959,ties
960,-7.638193784131682,960,houses
961,-7.638193784131682,961,do
962,-7.638193784131682,962,make
963,-7.638193784131682,963,steam
964,-7.641284976701353,964,prepared
965,-7.644385754379602,965,blurry
966,-7.647496176793995,966,appears
967,-7.647496176793995,967,contains
968,-7.647496176793995,968,racing
969,-7.647496176793995,969,lies
970,-7.656885917143834,970,partially
971,-7.66003552604673,971,pier
972,-7.6663646610983776,972,pants
973,-7.672734109383857,973,ship
974,-7.672734109383857,974,pedestrians
975,-7.672734109383857,975,what
976,-7.672734109383857,976,vanity
977,-7.672734109383857,977,decorative
978,-7.675934112114527,978,electric
979,-7.675934112114527,979,features
980,-7.675934112114527,980,six
981,-7.679144387744776,981,palm
982,-7.6823650024448185,982,used
983,-7.685596023026266,983,containers
984,-7.688837516950436,984,peppers
985,-7.688837516950436,985,officer
986,-7.692089552336814,986,opened
987,-7.692089552336814,987,rainy
988,-7.698625523316599,988,bow
989,-7.698625523316599,989,tomato
990,-7.705204494414641,990,farm
991,-7.705204494414641,991,apartment
992,-7.705204494414641,992,bunches
993,-7.70851028254914,993,harbor
994,-7.70851028254914,994,streets
995,-7.70851028254914,995,railing
996,-7.70851028254914,996,use
997,-7.711827035175135,997,lettuce
998,-7.711827035175135,998,residential
999,-7.71515482526781,999,island
1000,-7.71515482526781,1000,hard
1001,-7.71515482526781,1001,sail
1002,-7.718493726533325,1002,model
1003,-7.721843813418605,1003,produce
1004,-7.721843813418605,1004,flight
1005,-7.725205161121311,1005,sheet
1006,-7.7285778455999505,1006,ripe
1007,-7.7285778455999505,1007,papers
1008,-7.7285778455999505,1008,outfit
1009,-7.73196194358419,1009,waits
1010,-7.73196194358419,1010,stack
1011,-7.735357532585329,1011,shopping
1012,-7.738764690906944,1012,soda
1013,-7.738764690906944,1013,beans
1014,-7.738764690906944,1014,includes
1015,-7.742183497655729,1015,deck
1016,-7.749056376943491,1016,tiny
1017,-7.749056376943491,1017,foreground
1018,-7.752510611811578,1018,hats
1019,-7.752510611811578,1019,lid
1020,-7.755976819788064,1020,smart
1021,-7.755976819788064,1021,cap
1022,-7.755976819788064,1022,ladies
1023,-7.75945508416439,1023,these
1024,-7.75945508416439,1024,garage
1025,-7.762945489104158,1025,sheets
1026,-7.762945489104158,1026,tow
1027,-7.762945489104158,1027,tooth
1028,-7.76644811965536,1028,upside
1029,-7.76644811965536,1029,nose
1030,-7.76644811965536,1030,barn
1031,-7.769963061762805,1031,makes
1032,-7.769963061762805,1032,happy
1033,-7.769963061762805,1033,brightly
1034,-7.769963061762805,1034,here
1035,-7.769963061762805,1035,ketchup
1036,-7.773490402280773,1036,remotes
1037,-7.773490402280773,1037,directions
1038,-7.773490402280773,1038,noodles
1039,-7.777030228985897,1039,snowboards
1040,-7.777030228985897,1040,rural
1041,-7.780582630590265,1041,heads
1042,-7.780582630590265,1042,sliding
1043,-7.780582630590265,1043,i
1044,-7.784147696754761,1044,lift
1045,-7.784147696754761,1045,displaying
1046,-7.784147696754761,1046,part
1047,-7.784147696754761,1047,bacon
1048,-7.787725518102645,1048,bush
1049,-7.791316186233374,1049,propeller
1050,-7.791316186233374,1050,personal
1051,-7.794919793736671,1051,sized
1052,-7.794919793736671,1052,pavement
1053,-7.794919793736671,1053,mound
1054,-7.794919793736671,1054,doll
1055,-7.794919793736671,1055,gas
1056,-7.794919793736671,1056,patio
1057,-7.794919793736671,1057,parade
1058,-7.798536434206861,1058,uniforms
1059,-7.798536434206861,1059,alongside
1060,-7.802166202257439,1060,vest
1061,-7.802166202257439,1061,persons
1062,-7.802166202257439,1062,close-up
1063,-7.802166202257439,1063,writing
1064,-7.805809193535941,1064,stuff
1065,-7.805809193535941,1065,trays
1066,-7.805809193535941,1066,branches
1067,-7.80946550473905,1067,mug
1068,-7.80946550473905,1068,touching
1069,-7.80946550473905,1069,log
1070,-7.80946550473905,1070,enclosed
1071,-7.80946550473905,1071,aircraft
1072,-7.813135233628014,1072,but
1073,-7.813135233628014,1073,course
1074,-7.81681847904431,1074,platter
1075,-7.81681847904431,1075,rests
1076,-7.820515340925635,1076,turned
1077,-7.820515340925635,1077,pipe
1078,-7.820515340925635,1078,goats
1079,-7.820515340925635,1079,flags
1080,-7.824225920322171,1080,meters
1081,-7.824225920322171,1081,loading
1082,-7.824225920322171,1082,lines
1083,-7.827950319413153,1083,laid
1084,-7.827950319413153,1084,juice
1085,-7.827950319413153,1085,fun
1086,-7.827950319413153,1086,throws
1087,-7.827950319413153,1087,deep
1088,-7.83168864152376,1088,costume
1089,-7.83168864152376,1089,purse
1090,-7.83168864152376,1090,sausage
1091,-7.83168864152376,1091,airliner
1092,-7.8354409911423115,1092,dresser
1093,-7.8354409911423115,1093,smile
1094,-7.8354409911423115,1094,utensils
1095,-7.8354409911423115,1095,ducks
1096,-7.839207473937789,1096,jets
1097,-7.839207473937789,1097,smaller
1098,-7.839207473937789,1098,carpet
1099,-7.842988196777695,1099,kicking
1100,-7.842988196777695,1100,frosting
1101,-7.842988196777695,1101,pans
1102,-7.846783267746245,1102,tent
1103,-7.846783267746245,1103,disc
1104,-7.846783267746245,1104,itself
1105,-7.846783267746245,1105,sort
1106,-7.850592796162914,1106,approaching
1107,-7.854416892601318,1107,candle
1108,-7.854416892601318,1108,pick
1109,-7.858255668908482,1109,riders
1110,-7.858255668908482,1110,attempting
1111,-7.858255668908482,1111,cover
1112,-7.858255668908482,1112,color
1113,-7.862109238224473,1113,tea
1114,-7.869861215028791,1114,roll
1115,-7.869861215028791,1115,sailing
1116,-7.869861215028791,1116,relaxing
1117,-7.8737598554444475,1117,growing
1118,-7.8737598554444475,1118,sill
1119,-7.877673754765585,1119,uses
1120,-7.877673754765585,1120,chef
1121,-7.881603032905474,1121,mustard
1122,-7.881603032905474,1122,greens
1123,-7.88554781119649,1123,cones
1124,-7.88554781119649,1124,goes
1125,-7.88554781119649,1125,fake
1126,-7.88554781119649,1126,beige
1127,-7.88554781119649,1127,shoe
1128,-7.889508212412586,1128,museum
1129,-7.889508212412586,1129,leans
1130,-7.897476382061765,1130,missing
1131,-7.901484403459303,1131,pickup
1132,-7.905508553759029,1132,rows
1133,-7.905508553759029,1133,indoor
1134,-7.909548963296034,1134,roadway
1135,-7.909548963296034,1135,ornate
1136,-7.909548963296034,1136,mushrooms
1137,-7.909548963296034,1137,hangs
1138,-7.909548963296034,1138,decorations
1139,-7.909548963296034,1139,collection
1140,-7.913605763991647,1140,runs
1141,-7.913605763991647,1141,written
1142,-7.913605763991647,1142,egg
1143,-7.917679089379284,1143,terminal
1144,-7.917679089379284,1144,fried
1145,-7.917679089379284,1145,power
1146,-7.917679089379284,1146,elderly
1147,-7.921769074630808,1147,american
1148,-7.921769074630808,1148,sweater
1149,-7.9258758565834615,1149,lamps
1150,-7.9258758565834615,1150,milk
1151,-7.9258758565834615,1151,telephone
1152,-7.929999573767324,1152,curtains
1153,-7.929999573767324,1153,rolling
1154,-7.929999573767324,1154,falling
1155,-7.934140366433356,1155,beverage
1156,-7.934140366433356,1156,performs
1157,-7.934140366433356,1157,bull
1158,-7.934140366433356,1158,passes
1159,-7.9382983765820185,1159,crosswalk
1160,-7.9382983765820185,1160,pulls
1161,-7.9382983765820185,1161,jetliner
1162,-7.9424737479925,1162,stunt
1163,-7.9424737479925,1163,spectators
1164,-7.9424737479925,1164,shirtless
1165,-7.9424737479925,1165,packed
1166,-7.9466666262525365,1166,sticks
1167,-7.950877158788879,1167,toothbrushes
1168,-7.950877158788879,1168,posted
1169,-7.950877158788879,1169,practicing
1170,-7.950877158788879,1170,only
1171,-7.950877158788879,1171,siting
1172,-7.950877158788879,1172,built
1173,-7.950877158788879,1173,formation
1174,-7.950877158788879,1174,mitt
1175,-7.955105494898401,1175,neatly
1176,-7.955105494898401,1176,wind
1177,-7.955105494898401,1177,rope
1178,-7.955105494898401,1178,wheels
1179,-7.96789884635831,1179,roses
1180,-7.96789884635831,1180,rear
1181,-7.96789884635831,1181,sports
1182,-7.9721999282577,1182,locomotive
1183,-7.9721999282577,1183,steep
1184,-7.9721999282577,1184,electronics
1185,-7.9721999282577,1185,baskets
1186,-7.9721999282577,1186,piled
1187,-7.976519589402217,1187,wetsuit
1188,-7.976519589402217,1188,wagon
1189,-7.980857991000814,1189,balls
1190,-7.985215296369772,1190,paved
1191,-7.985215296369772,1191,how
1192,-7.985215296369772,1192,landscape
1193,-7.9895916709695705,1193,wheel
1194,-7.9895916709695705,1194,bending
1195,-7.9895916709695705,1195,ingredients
1196,-7.9895916709695705,1196,toast
1197,-7.9895916709695705,1197,urinals
1198,-7.993987282442609,1198,guitar
1199,-7.993987282442609,1199,2
1200,-7.993987282442609,1200,hotdogs
1201,-7.993987282442609,1201,tank
1202,-7.993987282442609,1202,good
1203,-7.998402300651724,1203,stadium
1204,-7.998402300651724,1204,fluffy
1205,-7.998402300651724,1205,semi
1206,-8.00283689771959,1206,skateboarders
1207,-8.00729124806897,1207,without
1208,-8.00729124806897,1208,curled
1209,-8.00729124806897,1209,pedestrian
1210,-8.00729124806897,1210,flown
1211,-8.011765528463892,1211,glazed
1212,-8.011765528463892,1212,if
1213,-8.01625991805173,1213,wires
1214,-8.01625991805173,1214,frame
1215,-8.01625991805173,1215,talks
1216,-8.020774598406257,1216,faces
1217,-8.02530975357165,1217,supplies
1218,-8.02530975357165,1218,tops
1219,-8.02530975357165,1219,pitching
1220,-8.02530975357165,1220,bucket
1221,-8.02530975357165,1221,travels
1222,-8.02530975357165,1222,workers
1223,-8.02530975357165,1223,block
1224,-8.02530975357165,1224,waters
1225,-8.02530975357165,1225,stick
1226,-8.02530975357165,1226,art
1227,-8.029865570107509,1227,puppy
1228,-8.029865570107509,1228,paint
1229,-8.029865570107509,1229,tiles
1230,-8.029865570107509,1230,bride
1231,-8.029865570107509,1231,sculpture
1232,-8.034442237134922,1232,pass
1233,-8.034442237134922,1233,dead
1234,-8.034442237134922,1234,blankets
1235,-8.034442237134922,1235,we
1236,-8.03903994638355,1236,mirrors
1237,-8.03903994638355,1237,jeans
1238,-8.03903994638355,1238,leg
1239,-8.043658892239845,1239,hits
1240,-8.043658892239845,1240,potted
1241,-8.048299271796347,1241,officers
1242,-8.048299271796347,1242,toaster
1243,-8.048299271796347,1243,garbage
1244,-8.052961284902159,1244,homemade
1245,-8.052961284902159,1245,downhill
1246,-8.052961284902159,1246,bunk
1247,-8.052961284902159,1247,stream
1248,-8.057645134214585,1248,sprinkles
1249,-8.057645134214585,1249,pouring
1250,-8.057645134214585,1250,snowboarders
1251,-8.062351025251997,1251,direction
1252,-8.062351025251997,1252,freezer
1253,-8.062351025251997,1253,frosted
1254,-8.062351025251997,1254,motion
1255,-8.067079166447943,1255,images
1256,-8.067079166447943,1256,shoulder
1257,-8.067079166447943,1257,floral
1258,-8.071829769206541,1258,tongue
1259,-8.0766030479592,1259,neon
1260,-8.0766030479592,1260,stuck
1261,-8.0766030479592,1261,cargo
1262,-8.0766030479592,1262,paddle
1263,-8.081399220222693,1263,so
1264,-8.081399220222693,1264,tail
1265,-8.081399220222693,1265,london
1266,-8.081399220222693,1266,gather
1267,-8.086218506658641,1267,fallen
1268,-8.086218506658641,1268,cupcakes
1269,-8.086218506658641,1269,selling
1270,-8.086218506658641,1270,item
1271,-8.09106113113443,1271,slopes
1272,-8.095927320785602,1272,chain
1273,-8.095927320785602,1273,strawberries
1274,-8.095927320785602,1274,competition
1275,-8.095927320785602,1275,speed
1276,-8.095927320785602,1276,surrounding
1277,-8.100817306079794,1277,opposite
1278,-8.100817306079794,1278,pictured
1279,-8.100817306079794,1279,habitat
1280,-8.100817306079794,1280,rolls
1281,-8.110669602522806,1281,desserts
1282,-8.110669602522806,1282,climbing
1283,-8.115632391864935,1283,string
1284,-8.115632391864935,1284,bank
1285,-8.115632391864935,1285,gathering
1286,-8.120619933375973,1286,flip
1287,-8.120619933375973,1287,life
1288,-8.120619933375973,1288,spread
1289,-8.120619933375973,1289,great
1290,-8.120619933375973,1290,pushing
1291,-8.125632475199518,1291,eye
1292,-8.125632475199518,1292,straw
1293,-8.125632475199518,1293,goat
1294,-8.130670269229475,1294,horseback
1295,-8.130670269229475,1295,selfie
1296,-8.130670269229475,1296,range
1297,-8.130670269229475,1297,moves
1298,-8.130670269229475,1298,put
1299,-8.130670269229475,1299,holder
1300,-8.130670269229475,1300,fast
1301,-8.130670269229475,1301,blowing
1302,-8.130670269229475,1302,asleep
1303,-8.130670269229475,1303,laughing
1304,-8.135733571186021,1304,icing
1305,-8.135733571186021,1305,mixed
1306,-8.135733571186021,1306,groom
1307,-8.135733571186021,1307,bare
1308,-8.140822640693493,1308,shallow
1309,-8.145937741360264,1309,counters
1310,-8.145937741360264,1310,basketball
1311,-8.145937741360264,1311,shiny
1312,-8.145937741360264,1312,tools
1313,-8.151079140860682,1313,objects
1314,-8.151079140860682,1314,microphone
1315,-8.156247111019125,1315,beef
1316,-8.16144192789623,1316,entrance
1317,-8.16144192789623,1317,you
1318,-8.16666387187738,1318,patch
1319,-8.16666387187738,1319,batting
1320,-8.16666387187738,1320,whole
1321,-8.16666387187738,1321,marble
1322,-8.16666387187738,1322,olives
1323,-8.16666387187738,1323,wait
1324,-8.171913227763524,1324,checkered
1325,-8.171913227763524,1325,headphones
1326,-8.177190284864368,1326,liquid
1327,-8.18249533709406,1327,featuring
1328,-8.18249533709406,1328,interior
1329,-8.187828683069425,1329,golden
1330,-8.187828683069425,1330,reaches
1331,-8.187828683069425,1331,carries
1332,-8.187828683069425,1332,feeder
1333,-8.187828683069425,1333,handle
1334,-8.187828683069425,1334,catches
1335,-8.193190626210809,1335,arrangement
1336,-8.198581474845685,1336,shirts
1337,-8.198581474845685,1337,double-decker
1338,-8.198581474845685,1338,position
1339,-8.204001542315025,1339,lighting
1340,-8.204001542315025,1340,opening
1341,-8.204001542315025,1341,ben
1342,-8.204001542315025,1342,gravel
1343,-8.204001542315025,1343,design
1344,-8.204001542315025,1344,delicious
1345,-8.20945114708259,1345,meadow
1346,-8.20945114708259,1346,name
1347,-8.20945114708259,1347,checking
1348,-8.20945114708259,1348,grilled
1349,-8.20945114708259,1349,beard
1350,-8.214930612847215,1350,cardboard
1351,-8.214930612847215,1351,covering
1352,-8.214930612847215,1352,stickers
1353,-8.220440268658185,1353,displays
1354,-8.220440268658185,1354,blonde
1355,-8.220440268658185,1355,urinal
1356,-8.220440268658185,1356,skirt
1357,-8.220440268658185,1357,haired
1358,-8.2259804490338,1358,travel
1359,-8.2259804490338,1359,shadow
1360,-8.2259804490338,1360,pack
1361,-8.2259804490338,1361,carts
1362,-8.2259804490338,1362,first
1363,-8.2259804490338,1363,visible
1364,-8.2259804490338,1364,duck
1365,-8.2259804490338,1365,drive
1366,-8.2259804490338,1366,controls
1367,-8.231551494083256,1367,wears
1368,-8.231551494083256,1368,miniature
1369,-8.231551494083256,1369,covers
1370,-8.237153749631926,1370,cafe
1371,-8.237153749631926,1371,wing
1372,-8.237153749631926,1372,flooring
1373,-8.237153749631926,1373,grapes
1374,-8.237153749631926,1374,plaid
1375,-8.242787567350181,1375,hang
1376,-8.242787567350181,1376,travelling
1377,-8.242787567350181,1377,condiments
1378,-8.242787567350181,1378,cookies
1379,-8.242787567350181,1379,fountain
1380,-8.248453304885858,1380,following
1381,-8.248453304885858,1381,unmade
1382,-8.248453304885858,1382,located
1383,-8.248453304885858,1383,league
1384,-8.248453304885858,1384,potato
1385,-8.254151326000496,1385,exhibit
1386,-8.254151326000496,1386,someones
1387,-8.254151326000496,1387,aerial
1388,-8.259882000709482,1388,foil
1389,-8.259882000709482,1389,shape
1390,-8.259882000709482,1390,ahead
1391,-8.265645705426232,1391,ham
1392,-8.265645705426232,1392,also
1393,-8.265645705426232,1393,clay
1394,-8.265645705426232,1394,muddy
1395,-8.265645705426232,1395,seats
1396,-8.265645705426232,1396,cleaning
1397,-8.265645705426232,1397,turning
1398,-8.271442823110558,1398,onion
1399,-8.271442823110558,1399,comforter
1400,-8.27727374342135,1400,nicely
1401,-8.27727374342135,1401,pet
1402,-8.27727374342135,1402,series
1403,-8.27727374342135,1403,hallway
1404,-8.283138862873749,1404,lane
1405,-8.283138862873749,1405,accessories
1406,-8.283138862873749,1406,bookshelf
1407,-8.283138862873749,1407,tabby
1408,-8.283138862873749,1408,sharing
1409,-8.283138862873749,1409,fan
1410,-8.283138862873749,1410,return
1411,-8.289038585000936,1411,railway
1412,-8.289038585000936,1412,mobile
1413,-8.294973320520752,1413,newspaper
1414,-8.294973320520752,1414,santa
1415,-8.294973320520752,1415,hills
1416,-8.294973320520752,1416,mini
1417,-8.300943487507256,1417,buffet
1418,-8.300943487507256,1418,jar
1419,-8.300943487507256,1419,fishing
1420,-8.300943487507256,1420,rusty
1421,-8.300943487507256,1421,sleeps
1422,-8.306949511567467,1422,rainbow
1423,-8.306949511567467,1423,funny
1424,-8.306949511567467,1424,butter
1425,-8.306949511567467,1425,lamb
1426,-8.306949511567467,1426,seems
1427,-8.306949511567467,1427,rusted
1428,-8.31299182602343,1428,corn
1429,-8.31299182602343,1429,freshly
1430,-8.31299182602343,1430,hugging
1431,-8.319070872099813,1431,mostly
1432,-8.319070872099813,1432,backs
1433,-8.319070872099813,1433,stage
1434,-8.319070872099813,1434,posed
1435,-8.319070872099813,1435,stares
1436,-8.319070872099813,1436,either
1437,-8.325187099117247,1437,ceramic
1438,-8.325187099117247,1438,father
1439,-8.325187099117247,1439,tasty
1440,-8.325187099117247,1440,size
1441,-8.325187099117247,1441,tractor
1442,-8.325187099117247,1442,magnets
1443,-8.325187099117247,1443,helping
1444,-8.325187099117247,1444,thin
1445,-8.331340964691627,1445,advertisement
1446,-8.331340964691627,1446,teams
1447,-8.331340964691627,1447,trolley
1448,-8.331340964691627,1448,brushes
1449,-8.331340964691627,1449,system
1450,-8.331340964691627,1450,twin
1451,-8.331340964691627,1451,pancakes
1452,-8.337532934939548,1452,gloves
1453,-8.337532934939548,1453,picking
1454,-8.337532934939548,1454,iron
1455,-8.343763484690184,1455,library
1456,-8.343763484690184,1456,burger
1457,-8.343763484690184,1457,watering
1458,-8.343763484690184,1458,lay
1459,-8.350033097703779,1459,bent
1460,-8.350033097703779,1460,alley
1461,-8.350033097703779,1461,coach
1462,-8.356342266897043,1462,chasing
1463,-8.356342266897043,1463,leaving
1464,-8.356342266897043,1464,designed
1465,-8.356342266897043,1465,n't
1466,-8.356342266897043,1466,sniffing
1467,-8.356342266897043,1467,heart
1468,-8.356342266897043,1468,tablet
1469,-8.362691494575703,1469,advertising
1470,-8.362691494575703,1470,prepare
1471,-8.362691494575703,1471,hood
1472,-8.362691494575703,1472,napkin
1473,-8.362691494575703,1473,shaking
1474,-8.362691494575703,1474,industrial
1475,-8.362691494575703,1475,attire
1476,-8.369081292674473,1476,tries
1477,-8.369081292674473,1477,entertainment
1478,-8.369081292674473,1478,foreign
1479,-8.369081292674473,1479,cases
1480,-8.369081292674473,1480,us
1481,-8.369081292674473,1481,countryside
1482,-8.369081292674473,1482,gentleman
1483,-8.369081292674473,1483,paw
1484,-8.369081292674473,1484,bouquet
1485,-8.369081292674473,1485,hose
1486,-8.369081292674473,1486,jumbo
1487,-8.369081292674473,1487,almost
1488,-8.375512183004764,1488,stoplight
1489,-8.375512183004764,1489,cuts
1490,-8.375512183004764,1490,forward
1491,-8.375512183004764,1491,chinese
1492,-8.381984697510381,1492,metallic
1493,-8.381984697510381,1493,poster
1494,-8.381984697510381,1494,bakery
1495,-8.381984697510381,1495,matching
1496,-8.381984697510381,1496,calf
1497,-8.381984697510381,1497,downtown
1498,-8.388499378531575,1498,propped
1499,-8.388499378531575,1499,story
1500,-8.388499378531575,1500,pickle
1501,-8.388499378531575,1501,dimly
1502,-8.388499378531575,1502,steeple
1503,-8.395056779077734,1503,biting
1504,-8.395056779077734,1504,chopped
1505,-8.395056779077734,1505,mask
1506,-8.395056779077734,1506,multicolored
1507,-8.395056779077734,1507,multi
1508,-8.395056779077734,1508,marina
1509,-8.401657463109085,1509,ladder
1510,-8.401657463109085,1510,sub
1511,-8.401657463109085,1511,driveway
1512,-8.401657463109085,1512,cowboy
1513,-8.401657463109085,1513,connected
1514,-8.401657463109085,1514,seagulls
1515,-8.401657463109085,1515,parrot
1516,-8.408302005827755,1516,owner
1517,-8.408302005827755,1517,collar
1518,-8.408302005827755,1518,hamburger
1519,-8.408302005827755,1519,words
1520,-8.41499099397855,1520,horns
1521,-8.41499099397855,1521,statues
1522,-8.41499099397855,1522,castle
1523,-8.41499099397855,1523,strip
1524,-8.41499099397855,1524,progress
1525,-8.421725026159896,1525,herself
1526,-8.421725026159896,1526,stool
1527,-8.421725026159896,1527,individual
1528,-8.421725026159896,1528,rails
1529,-8.421725026159896,1529,bikini
1530,-8.421725026159896,1530,piano
1531,-8.421725026159896,1531,blow
1532,-8.428504713145275,1532,sunlight
1533,-8.428504713145275,1533,larger
1534,-8.428504713145275,1534,heading
1535,-8.428504713145275,1535,busses
1536,-8.428504713145275,1536,devices
1537,-8.428504713145275,1537,onlookers
1538,-8.428504713145275,1538,booth
1539,-8.428504713145275,1539,sugar
1540,-8.428504713145275,1540,amongst
1541,-8.428504713145275,1541,driver
1542,-8.428504713145275,1542,hiding
1543,-8.428504713145275,1543,calm
1544,-8.428504713145275,1544,tag
1545,-8.435330678215674,1545,heavy
1546,-8.435330678215674,1546,daytime
1547,-8.435330678215674,1547,worker
1548,-8.435330678215674,1548,natural
1549,-8.435330678215674,1549,mans
1550,-8.435330678215674,1550,paws
1551,-8.435330678215674,1551,abandoned
1552,-8.435330678215674,1552,thrown
1553,-8.435330678215674,1553,spinach
1554,-8.435330678215674,1554,sets
1555,-8.435330678215674,1555,furry
1556,-8.435330678215674,1556,far
1557,-8.442203557503436,1557,seagull
1558,-8.442203557503436,1558,baggage
1559,-8.442203557503436,1559,baking
1560,-8.442203557503436,1560,trunks
1561,-8.442203557503436,1561,frisbees
1562,-8.449124000348009,1562,more
1563,-8.449124000348009,1563,cliff
1564,-8.449124000348009,1564,typing
1565,-8.449124000348009,1565,neighborhood
1566,-8.449124000348009,1566,crust
1567,-8.449124000348009,1567,chest
1568,-8.449124000348009,1568,chefs
1569,-8.456092669664104,1569,bats
1570,-8.456092669664104,1570,motorbike
1571,-8.456092669664104,1571,organized
1572,-8.456092669664104,1572,males
1573,-8.456092669664104,1573,shining
1574,-8.456092669664104,1574,circular
1575,-8.456092669664104,1575,rose
1576,-8.456092669664104,1576,racquets
1577,-8.463110242322749,1577,ears
1578,-8.463110242322749,1578,bearded
1579,-8.463110242322749,1579,mud
1580,-8.463110242322749,1580,weather
1581,-8.463110242322749,1581,cold
1582,-8.463110242322749,1582,besides
1583,-8.470177409545842,1583,cupcake
1584,-8.470177409545842,1584,cycle
1585,-8.477294877314707,1585,chili
1586,-8.477294877314707,1586,bay
1587,-8.48446336679332,1587,wilderness
1588,-8.48446336679332,1588,dusk
1589,-8.48446336679332,1589,tossing
1590,-8.48446336679332,1590,kick
1591,-8.48446336679332,1591,candy
1592,-8.48446336679332,1592,son
1593,-8.48446336679332,1593,formal
1594,-8.48446336679332,1594,wings
1595,-8.48446336679332,1595,cupboards
1596,-8.491683614766806,1596,contents
1597,-8.491683614766806,1597,backyard
1598,-8.491683614766806,1598,lambs
1599,-8.491683614766806,1599,folded
1600,-8.498956374095885,1600,audience
1601,-8.498956374095885,1601,resort
1602,-8.498956374095885,1602,bell
1603,-8.50628241418796,1603,'
1604,-8.50628241418796,1604,football
1605,-8.50628241418796,1605,sailboat
1606,-8.50628241418796,1606,decor
1607,-8.50628241418796,1607,balcony
1608,-8.50628241418796,1608,pickles
1609,-8.50628241418796,1609,fans
1610,-8.50628241418796,1610,cook
1611,-8.50628241418796,1611,cookie
1612,-8.50628241418796,1612,hardwood
1613,-8.50628241418796,1613,porch
1614,-8.51366252148558,1614,storage
1615,-8.51366252148558,1615,sizes
1616,-8.51366252148558,1616,t-shirt
1617,-8.51366252148558,1617,thick
1618,-8.51366252148558,1618,mat
1619,-8.51366252148558,1619,really
1620,-8.521097499973099,1620,lounging
1621,-8.521097499973099,1621,lounge
1622,-8.521097499973099,1622,dishwasher
1623,-8.521097499973099,1623,apron
1624,-8.521097499973099,1624,helmets
1625,-8.521097499973099,1625,hospital
1626,-8.521097499973099,1626,washing
1627,-8.521097499973099,1627,tunnel
1628,-8.528588171702257,1628,motorcyclist
1629,-8.528588171702257,1629,kitty
1630,-8.528588171702257,1630,neat
